e1,ev,p,q,e,u,tid
27.0634079,1.995894335,197.2891542,285.5286242,0.909119978,0,CID-L100
27.07973983,1.995902842,197.0629698,285.0709552,0.909119813,0,CID-L100
27.09246246,1.995894335,197.2800406,285.3451706,0.909119978,0,CID-L100
27.10762649,1.99589312,197.5996244,286.1000142,0.909120002,0,CID-L100
27.12881638,1.995906488,197.4809576,285.8257921,0.909119742,0,CID-L100
27.14468861,1.995906488,197.2230853,285.4650265,0.909119742,0,CID-L100
27.16350543,1.995901627,197.6810883,286.1603178,0.909119836,0,CID-L100
27.1775202,1.995298248,197.2183645,285.0909576,0.90913159,0,CID-L100
27.19142937,1.99487412,197.6602526,285.9927724,0.909139852,0,CID-L100
27.20713386,1.99448402,196.3596669,284.57403,0.909147451,0,CID-L100
27.22067651,1.993113809,196.7489387,284.7820626,0.909174143,0,CID-L100
27.23123728,1.993067021,197.2362321,285.2581889,0.909175054,0,CID-L100
27.24190367,1.992731608,196.6350826,284.1476453,0.909181588,0,CID-L100
27.25365098,1.992774142,196.8600053,284.3379015,0.90918076,0,CID-L100
27.2676906,1.992467895,196.9397339,284.4804731,0.909186725,0,CID-L100
27.28637697,1.992337254,196.8465906,284.2828911,0.90918927,0,CID-L100
27.30056568,1.992329355,196.8789487,284.3408745,0.909189424,0,CID-L100
27.3095734,1.992325709,196.9126699,284.3165383,0.909189495,0,CID-L100
27.32268119,1.991590474,196.5439015,283.6000526,0.909203818,0,CID-L100
27.34756735,1.99129881,196.4461812,283.3074544,0.909209499,0,CID-L100
27.36571946,1.991312786,196.5265384,283.1583657,0.909209227,0,CID-L100
27.374839,1.991264175,196.4143687,283.6031631,0.909210174,0,CID-L100
27.3837846,1.990977373,196.6518329,283.9091905,0.909215761,0,CID-L100
27.3882574,1.990989525,196.8032223,284.2994935,0.909215524,0,CID-L100
27.40913668,1.990982841,196.8247362,284.042657,0.909215654,0,CID-L100
27.43082355,1.990991956,196.7159011,284.0120036,0.909215477,0,CID-L100
27.44360209,1.991009577,196.5971609,283.759936,0.909215133,0,CID-L100
27.45269678,1.991029021,196.9227184,283.8541843,0.909214755,0,CID-L100
27.46782975,1.990111496,196.2917895,282.5927119,0.909232628,0,CID-L100
27.47868251,1.990067139,196.6746219,283.4027249,0.909233492,0,CID-L100
27.49220651,1.989547006,196.7483231,282.9945632,0.909243624,0,CID-L100
27.50823404,1.989472874,196.5359495,283.4304669,0.909245068,0,CID-L100
27.52321171,1.988737031,196.1873041,282.6882144,0.909259403,0,CID-L100
27.54350083,1.988728525,196.1678503,282.4232735,0.909259568,0,CID-L100
27.55322917,1.988644064,196.449352,282.8288805,0.909261214,0,CID-L100
27.56568467,1.988469673,196.3630772,282.9695949,0.909264611,0,CID-L100
27.57766184,1.98743609,196.0873551,282.5915484,0.909284745,0,CID-L100
27.59495045,1.987300588,196.0381473,282.3222888,0.909287385,0,CID-L100
27.60702701,1.987302411,196.305058,282.4659877,0.909287349,0,CID-L100
27.61739521,1.987298765,196.1067036,281.5546622,0.90928742,0,CID-L100
27.63048436,1.987298765,196.2906184,282.5576466,0.90928742,0,CID-L100
27.64807737,1.987294512,196.3984281,283.1933748,0.909287503,0,CID-L100
27.66508022,1.98711283,196.2717456,282.4828798,0.909291042,0,CID-L100
27.67971001,1.986287665,196.2137962,282.683349,0.909307116,0,CID-L100
27.68642542,1.986393393,195.9926956,281.9998256,0.909305057,0,CID-L100
27.69668801,1.986260321,196.3582627,282.1825691,0.909307649,0,CID-L100
27.71584029,1.986253637,196.3110186,282.3272698,0.909307779,0,CID-L100
27.73560137,1.986146086,196.381425,282.693751,0.909309874,0,CID-L100
27.75269119,1.985917616,196.1377933,282.8104311,0.909314325,0,CID-L100
27.76877463,1.985714059,196.0622488,282.4689882,0.90931829,0,CID-L100
27.79026892,1.985412674,196.3390303,282.6472168,0.909324161,0,CID-L100
27.79714585,1.985215193,195.9832097,282.2021523,0.909328008,0,CID-L100
27.81106744,1.985040803,196.3984295,281.9438671,0.909331405,0,CID-L100
27.82543009,1.985056601,196.4257711,282.1277187,0.909331097,0,CID-L100
27.83942002,1.985046879,196.3601613,282.1490754,0.909331287,0,CID-L100
27.85179476,1.984924137,196.2628814,282.2463463,0.909333678,0,CID-L100
27.86878519,1.983868072,195.8286987,281.8238835,0.90935425,0,CID-L100
27.88091145,1.982952369,195.947332,281.8515511,0.909372088,0,CID-L100
27.89977175,1.983050198,195.9583928,281.6374309,0.909370182,0,CID-L100
27.90727612,1.982833273,195.8515926,281.6830062,0.909374408,0,CID-L100
27.92382548,1.982825982,195.9820389,281.9298951,0.90937455,0,CID-L100
27.94239381,1.982851502,195.864082,281.4889812,0.909374053,0,CID-L100
27.95332111,1.982847249,196.1193712,281.8587454,0.909374136,0,CID-L100
27.96363339,1.982501506,195.8858131,281.5016221,0.909380871,0,CID-L100
27.98312113,1.981449086,195.5562879,281.3598405,0.909401372,0,CID-L100
27.99683151,1.981459416,195.5811769,280.938787,0.909401171,0,CID-L100
28.01072825,1.981180513,195.2135178,281.0704774,0.909406604,0,CID-L100
28.0285449,1.980794059,195.5882437,281.2888853,0.909414132,0,CID-L100
28.04017418,1.980869405,195.6961651,280.9941013,0.909412664,0,CID-L100
28.05448714,1.980860898,195.684698,281.2091057,0.90941283,0,CID-L100
28.06372471,1.980859683,195.1900161,280.4295405,0.909412853,0,CID-L100
28.07503096,1.980859683,195.5570944,280.4104547,0.909412853,0,CID-L100
28.08350443,1.980859075,195.6830956,281.2505806,0.909412865,0,CID-L100
28.09280412,1.980855429,195.8965466,281.0568415,0.909412936,0,CID-L100
28.11052138,1.980237467,195.638203,281.3374639,0.909424974,0,CID-L100
28.1243063,1.980254481,195.6386467,280.6339661,0.909424643,0,CID-L100
28.13440116,1.980228353,195.9743016,281.1290627,0.909425152,0,CID-L100
28.15797654,1.980084951,195.9420853,280.9703332,0.909427945,0,CID-L100
28.17986841,1.979929397,195.2436568,279.6798628,0.909430975,0,CID-L100
28.1894166,1.979458482,195.719305,280.2582145,0.909440149,0,CID-L100
28.19949903,1.979518638,195.7120109,281.2511969,0.909438977,0,CID-L100
28.21326532,1.979119423,195.2738756,280.4630569,0.909446754,0,CID-L100
28.23143607,1.978385403,195.5174083,280.222618,0.909461052,0,CID-L100
28.24651313,1.978292435,195.3562908,280.5394091,0.909462863,0,CID-L100
28.25729755,1.978250509,195.3582161,279.9673827,0.90946368,0,CID-L100
28.26989593,1.9781065,195.5164879,280.3819742,0.909466485,0,CID-L100
28.28274281,1.978107107,195.5955787,280.9461446,0.909466474,0,CID-L100
28.30309405,1.977812406,195.4328238,280.3374047,0.909472214,0,CID-L100
28.31490348,1.977568137,195.5439527,280.6526907,0.909476973,0,CID-L100
28.32602957,1.977320831,195.3486827,279.8570828,0.90948179,0,CID-L100
28.34297651,1.976958074,195.3832852,280.0640622,0.909488857,0,CID-L100
28.35386032,1.97687179,195.6110328,280.2460139,0.909490538,0,CID-L100
28.36755827,1.976670056,195.1302001,279.3901114,0.909494467,0,CID-L100
28.38489658,1.976379,194.9034171,278.789609,0.909500137,0,CID-L100
28.39985561,1.976406951,195.514311,280.5482929,0.909499593,0,CID-L100
28.41031699,1.97590687,195.5644086,280.1067491,0.909509334,0,CID-L100
28.42185309,1.975530138,195.0851125,279.7825565,0.909516673,0,CID-L100
28.43506649,1.975669285,195.3557934,279.7972281,0.909513962,0,CID-L100
28.45872263,1.975493072,195.2885592,279.9986274,0.909517395,0,CID-L100
28.47760778,1.975477881,195.1086742,279.4580312,0.909517691,0,CID-L100
28.49005707,1.975146721,194.6449284,279.148389,0.909524142,0,CID-L100
28.50305925,1.975165558,195.1038445,279.3818367,0.909523775,0,CID-L100
28.51915512,1.975144291,195.353521,279.7346968,0.909524189,0,CID-L100
28.53521993,1.974933442,195.1821054,279.3457007,0.909528297,0,CID-L100
28.55225384,1.97467216,194.9236709,279.1319174,0.909533386,0,CID-L100
28.56445464,1.974694035,195.0782253,279.1500095,0.90953296,0,CID-L100
28.57181613,1.973899859,194.8737624,279.4088416,0.909548431,0,CID-L100
28.58778775,1.973930241,194.9682115,279.1213967,0.909547839,0,CID-L100
28.60436817,1.973921127,195.0951232,279.4567205,0.909548016,0,CID-L100
28.61879916,1.973210196,194.9114945,279.0623929,0.909561865,0,CID-L100
28.6304098,1.973208374,194.9316677,278.6149567,0.909561901,0,CID-L100
28.64317592,1.973208374,195.1647032,279.3248578,0.909561901,0,CID-L100
28.65535187,1.973207766,195.2197915,279.4369458,0.909561913,0,CID-L100
28.67125516,1.973185891,195.0404694,278.3625674,0.909562339,0,CID-L100
28.68213897,1.97319136,195.0160805,278.524207,0.909562232,0,CID-L100
28.69940895,1.973190752,194.9951118,278.5133673,0.909562244,0,CID-L100
28.71695848,1.973179207,195.1674239,278.4550492,0.909562469,0,CID-L100
28.72632651,1.973167662,195.0497294,277.8254818,0.909562694,0,CID-L100
28.73970142,1.97242392,194.8441133,278.5203412,0.909577182,0,CID-L100
28.75126858,1.972518711,194.6519038,277.5189177,0.909575336,0,CID-L100
28.76968161,1.97252904,195.0162721,278.3166336,0.909575134,0,CID-L100
28.78375229,1.971960296,194.5095772,277.3118776,0.909586213,0,CID-L100
28.79574809,1.971852745,194.5991732,277.7588241,0.909588309,0,CID-L100
28.80233926,1.971798666,194.6950161,277.5413264,0.909589362,0,CID-L100
28.81655282,1.971454746,194.2884348,276.9204385,0.909596062,0,CID-L100
28.8304682,1.971500926,194.4346343,276.9000075,0.909595162,0,CID-L100
28.840737,1.971500318,194.8157995,277.8442159,0.909595174,0,CID-L100
28.85973397,1.971482697,194.7654053,277.8292671,0.909595517,0,CID-L100
28.87300328,1.971331397,194.5090988,277.6731292,0.909598464,0,CID-L100
28.88855868,1.971003883,194.6913586,277.5143705,0.909604844,0,CID-L100
28.90548078,1.971005706,194.4518321,277.6642762,0.909604809,0,CID-L100
28.91438289,1.971020289,194.96387,277.8483429,0.909604525,0,CID-L100
28.93003148,1.971023327,194.7228757,277.5568608,0.909604466,0,CID-L100
28.94135014,1.970307536,194.4297258,277.6255903,0.909618409,0,CID-L100
28.95679994,1.970316043,194.4428969,276.9823495,0.909618243,0,CID-L100
28.97779725,1.969827506,194.5950239,277.7402711,0.90962776,0,CID-L100
28.9967321,1.969814138,194.5405603,277.4209145,0.909628021,0,CID-L100
29.01196447,1.969749121,194.7320446,277.5236047,0.909629287,0,CID-L100
29.03083099,1.969279421,194.712431,277.6652176,0.909638437,0,CID-L100
29.03951567,1.968750173,194.1858539,276.9249955,0.909648747,0,CID-L100
29.04654791,1.968829773,194.649323,277.2736136,0.909647196,0,CID-L100
29.0626562,1.968600696,194.289055,276.4444484,0.909651658,0,CID-L100
29.08129287,1.9685612,194.3821594,276.6432048,0.909652428,0,CID-L100
29.09574871,1.967907995,194.0573215,276.7067608,0.909665152,0,CID-L100
29.11252792,1.96791164,194.0363225,276.6098554,0.909665081,0,CID-L100
29.13023896,1.967937161,194.0531463,276.568037,0.909664584,0,CID-L100
29.14129672,1.967955998,194.2035995,276.4798003,0.909664217,0,CID-L100
29.15417465,1.967972404,194.2619802,276.6391062,0.909663898,0,CID-L100
29.16868019,1.967959036,193.9855101,275.7351476,0.909664158,0,CID-L100
29.18788838,1.967968758,194.2720243,276.1395975,0.909663969,0,CID-L100
29.20156148,1.967947491,194.5115785,276.8267824,0.909664383,0,CID-L100
29.21189241,1.96734715,193.9648349,275.919383,0.909676078,0,CID-L100
29.22722417,1.966972241,193.6044519,275.7811392,0.909683381,0,CID-L100
29.24541977,1.966869551,193.9108866,275.6004391,0.909685381,0,CID-L100
29.26116775,1.966849499,194.1219876,275.9438956,0.909685772,0,CID-L100
29.27080912,1.966432055,193.3700323,274.7242823,0.909693904,0,CID-L100
29.28159354,1.966340303,193.9034715,276.0416014,0.909695691,0,CID-L100
29.28950169,1.966377976,194.0285455,276.5663982,0.909694957,0,CID-L100
29.3072935,1.966342126,193.9604287,275.6932254,0.909695655,0,CID-L100
29.32433983,1.966394382,193.771118,275.9599908,0.909694637,0,CID-L100
29.33249027,1.966373115,194.2811648,276.3854407,0.909695052,0,CID-L100
29.34508244,1.965749684,193.8908578,276.3727767,0.909707196,0,CID-L100
29.35986753,1.965594738,194.0012718,275.7706787,0.909710215,0,CID-L100
29.37152166,1.965595345,193.9515913,275.7781563,0.909710203,0,CID-L100
29.39381111,1.965589269,194.1734437,276.1978114,0.909710321,0,CID-L100
29.40439674,1.965588054,194.289655,276.1124844,0.909710345,0,CID-L100
29.41289506,1.964976168,193.9458106,276.0189288,0.909722264,0,CID-L100
29.4330972,1.964592751,193.7310141,275.4544195,0.909729733,0,CID-L100
29.45252903,1.964394056,193.6377677,274.9722614,0.909733604,0,CID-L100
29.46980522,1.964382511,194.1413499,275.9108995,0.909733829,0,CID-L100
29.47819793,1.96438008,193.8887225,275.5392297,0.909733876,0,CID-L100
29.48856613,1.963971143,193.5484256,275.7476936,0.909741842,0,CID-L100
29.51165075,1.963867238,193.9226819,275.5159679,0.909743866,0,CID-L100
29.52170834,1.963857516,193.96597,275.5766575,0.909744056,0,CID-L100
29.53374141,1.963848402,193.855548,275.5488591,0.909744233,0,CID-L100
29.54341384,1.963369587,193.8020409,275.4641692,0.90975356,0,CID-L100
29.55928607,1.963003185,193.6268935,275.125625,0.909760698,0,CID-L100
29.57963109,1.962519509,193.9022082,275.7462225,0.90977012,0,CID-L100
29.59153371,1.962466645,193.7749342,275.6467714,0.90977115,0,CID-L100
29.60569758,1.962480013,193.983067,275.6309505,0.909770889,0,CID-L100
29.6198428,1.962489127,194.0542107,275.6063252,0.909770712,0,CID-L100
29.63623686,1.962495811,193.9688405,275.1834555,0.909770582,0,CID-L100
29.64339955,1.962499457,194.0255396,275.8289722,0.909770511,0,CID-L100
29.65181711,1.962232099,193.6172022,275.535291,0.909775719,0,CID-L100
29.66861496,1.961936789,193.7998733,275.3697929,0.909781471,0,CID-L100
29.69659481,1.961956234,193.6626315,274.9385185,0.909781093,0,CID-L100
29.71128671,1.961955018,193.7118745,275.0761574,0.909781116,0,CID-L100
29.71953654,1.96197507,193.8185934,275.0436469,0.909780726,0,CID-L100
29.73394268,1.961963525,193.7303934,274.2011224,0.909780951,0,CID-L100
29.74634228,1.961938005,193.7311619,274.8162574,0.909781448,0,CID-L100
29.75695275,1.961724726,193.8131686,275.7666443,0.909785602,0,CID-L100
29.77121601,1.961434277,193.4873156,275.0440497,0.90979126,0,CID-L100
29.78434244,1.961253203,194.0354853,275.3622349,0.909794788,0,CID-L100
29.79703401,1.960762843,193.8444973,275.3003872,0.90980434,0,CID-L100
29.81662736,1.960731854,193.8884827,275.321383,0.909804943,0,CID-L100
29.83394703,1.960393403,193.5379635,275.2407747,0.909811537,0,CID-L100
29.84261308,1.960074396,193.7126096,275.257972,0.909817751,0,CID-L100
29.85160217,1.960150957,193.8873743,275.5368904,0.909816259,0,CID-L100
29.86462298,1.960161287,193.476962,275.513835,0.909816058,0,CID-L100
29.88070021,1.960160072,193.5653459,275.1851484,0.909816082,0,CID-L100
29.89650411,1.960165541,193.9485938,275.4568167,0.909815975,0,CID-L100
29.91633973,1.960180731,193.9034611,275.6237618,0.909815679,0,CID-L100
29.93017435,1.960205037,193.792451,275.0863167,0.909815206,0,CID-L100
29.94285349,1.960203821,193.8780994,275.1223079,0.90981523,0,CID-L100
29.95243895,1.960205644,193.8920977,275.1326915,0.909815194,0,CID-L100
29.96334761,1.960206252,193.7643901,274.3755575,0.909815182,0,CID-L100
29.9770145,1.960159464,193.7634502,274.8578856,0.909816094,0,CID-L100
29.99555798,1.959384733,193.5986558,275.5555165,0.909831185,0,CID-L100
30.01083384,1.95925956,193.2383317,274.5586187,0.909833624,0,CID-L100
30.02781184,1.959266244,193.8360057,275.3835024,0.909833494,0,CID-L100
30.03839746,1.959248015,193.6456283,274.7105326,0.909833849,0,CID-L100
30.04541106,1.9592468,193.4875824,274.4303984,0.909833872,0,CID-L100
30.06055646,1.959274751,193.3918126,274.2094043,0.909833328,0,CID-L100
30.08216257,1.959334907,193.664473,275.36352,0.909832156,0,CID-L100
30.09035028,1.95928265,193.4321376,274.3640687,0.909833174,0,CID-L100
30.10528446,1.958438649,193.5531237,274.9894198,0.909849615,0,CID-L100
30.12693405,1.957930668,193.4956435,274.5881806,0.909859511,0,CID-L100
30.13786756,1.957799419,193.5055041,274.5221521,0.909862067,0,CID-L100
30.15163385,1.957668778,192.7599956,273.4872905,0.909864612,0,CID-L100
30.16477891,1.957448208,192.9424406,273.289845,0.909868909,0,CID-L100
30.17506013,1.957452461,193.373638,274.1053594,0.909868826,0,CID-L100
30.18514878,1.957456107,193.5127336,274.2893025,0.909868755,0,CID-L100
30.20195284,1.957453069,193.3783235,274.2159968,0.909868814,0,CID-L100
30.21924146,1.957421472,193.6007461,274.6494685,0.90986943,0,CID-L100
30.23976664,1.957420864,193.6351736,274.5316859,0.909869442,0,CID-L100
30.25117228,1.957438486,193.4969035,274.4986443,0.909869098,0,CID-L100
30.26519326,1.957472513,193.4463301,274.2766839,0.909868435,0,CID-L100
30.28164322,1.956949949,193.2432446,274.4968895,0.909878615,0,CID-L100
30.29620467,1.957021042,193.4094082,274.6367732,0.90987723,0,CID-L100
30.30833093,1.957019219,193.3982309,274.3678321,0.909877266,0,CID-L100
30.32309117,1.957002813,193.4085092,274.2716753,0.909877585,0,CID-L100
30.3378452,1.957097604,193.4910977,274.4756249,0.909875739,0,CID-L100
30.35369879,1.957093958,193.6580807,274.3612789,0.90987581,0,CID-L100
30.36632823,1.957093958,193.73326,274.6404502,0.90987581,0,CID-L100
30.37810661,1.95707026,193.5699681,274.4258891,0.909876271,0,CID-L100
30.3904565,1.957078159,193.601598,274.199353,0.909876117,0,CID-L100
30.40608024,1.957082413,193.6496334,274.878064,0.909876035,0,CID-L100
30.42151761,1.95684969,193.3228073,274.2923309,0.909880568,0,CID-L100
30.43589891,1.956313758,193.5820148,274.3112462,0.909891008,0,CID-L100
30.44949746,1.955926088,193.4578537,274.223752,0.90989856,0,CID-L100
30.46199645,1.955630171,193.190674,274.2238028,0.909904324,0,CID-L100
30.47323436,1.955714632,193.0647626,273.1547091,0.909902679,0,CID-L100
30.4895725,1.955720101,192.9953094,273.3033656,0.909902572,0,CID-L100
30.51017844,1.955722531,193.2125591,273.6785448,0.909902525,0,CID-L100
30.51931662,1.955743798,193.4822778,274.5633044,0.909902111,0,CID-L100
30.52844237,1.955767496,193.5880456,274.3278701,0.909901649,0,CID-L100
30.54026423,1.955790586,193.4151455,273.7165434,0.909901199,0,CID-L100
30.55927363,1.955561509,193.4408372,273.4299603,0.909905662,0,CID-L100
30.57344371,1.955125836,193.3886786,274.3764158,0.909914149,0,CID-L100
30.58536496,1.955256477,193.3782968,274.2525005,0.909911604,0,CID-L100
30.6046477,1.954698063,193.3042931,274.0208539,0.909922482,0,CID-L100
30.6137983,1.954718115,193.1424503,273.7560247,0.909922091,0,CID-L100
30.62585001,1.954737559,193.5969379,274.2803117,0.909921712,0,CID-L100
30.6393119,1.954741812,193.2954071,273.6827228,0.909921629,0,CID-L100
30.65559413,1.954724191,193.5655979,274.7679574,0.909921973,0,CID-L100
30.6716403,1.954718115,193.4162189,273.779113,0.909922091,0,CID-L100
30.68369201,1.954718115,193.9528191,274.6375316,0.909922091,0,CID-L100
30.69599221,1.954668896,193.80963,274.5235461,0.90992305,0,CID-L100
30.70560873,1.95398531,193.1937443,273.488301,0.909936366,0,CID-L100
30.71773499,1.953329674,193.3080668,273.3628998,0.909949138,0,CID-L100
30.73943428,1.953550245,193.6501075,274.2499604,0.909944841,0,CID-L100
30.75546181,1.953569081,192.7866081,273.228473,0.909944474,0,CID-L100
30.77407363,1.953560575,193.5360207,273.9796907,0.90994464,0,CID-L100
30.78962282,1.953282279,192.8934387,273.3077787,0.909950061,0,CID-L100
30.80362517,1.953135232,192.8573098,272.6052197,0.909952926,0,CID-L100
30.80982496,1.953188703,193.2286588,273.0105004,0.909951884,0,CID-L100
30.82774722,1.9532282,193.6205779,273.9437841,0.909951115,0,CID-L100
30.8470486,1.953247644,193.396413,273.7969181,0.909950736,0,CID-L100
30.86678483,1.953251897,193.3195409,273.8504204,0.909950653,0,CID-L100
30.873991,1.95325372,193.5421404,274.1474308,0.909950618,0,CID-L100
30.88370692,1.953256758,193.5040712,273.9670917,0.909950558,0,CID-L100
30.89227357,1.953248251,193.537325,273.7489391,0.909950724,0,CID-L100
30.91163707,1.952674646,192.9088073,273.1592097,0.909961898,0,CID-L100
30.93054707,1.95235017,193.2250922,273.6083621,0.909968219,0,CID-L100
30.94666779,1.95207309,193.4107229,272.8858409,0.909973616,0,CID-L100
30.9652796,1.952058507,193.2861797,273.7495029,0.9099739,0,CID-L100
30.97870422,1.952057899,193.0391917,273.296573,0.909973912,0,CID-L100
30.98908484,1.952046354,193.4093891,273.5915018,0.909974137,0,CID-L100
31.01326902,1.951590022,192.8465102,272.7929514,0.909983026,0,CID-L100
31.02204068,1.951540196,193.1296888,272.6945867,0.909983997,0,CID-L100
31.0368444,1.951543234,193.2461926,273.7463574,0.909983938,0,CID-L100
31.05438771,1.951526221,193.3508394,273.8385191,0.909984269,0,CID-L100
31.06120252,1.950628747,193.0089548,273.2236745,0.910001752,0,CID-L100
31.08003798,1.95065123,192.8266842,272.5056554,0.910001314,0,CID-L100
31.09131316,1.950568592,192.7110491,273.0638965,0.910002924,0,CID-L100
31.10465701,1.949993771,192.6254134,272.381406,0.910014121,0,CID-L100
31.12118152,1.949670511,192.809077,272.9062547,0.910020418,0,CID-L100
31.13228898,1.949202634,192.7176734,272.5607583,0.910029533,0,CID-L100
31.1462292,1.949262789,192.7525792,272.2776039,0.910028361,0,CID-L100
31.15856046,1.949261574,192.6419807,272.3941252,0.910028385,0,CID-L100
31.16936973,1.949284664,192.5357613,272.4886032,0.910027935,0,CID-L100
31.17988081,1.949291956,192.7685629,272.0941629,0.910027793,0,CID-L100
31.19369058,1.949292563,192.9333742,272.3842011,0.910027781,0,CID-L100
31.20008917,1.949225116,192.7278603,271.8308277,0.910029095,0,CID-L100
31.21320938,1.949121211,193.0937838,272.5208656,0.910031119,0,CID-L100
31.24018906,1.948545175,192.5362059,271.5279181,0.91004234,0,CID-L100
31.25311048,1.948353163,192.7374433,272.3886795,0.91004608,0,CID-L100
31.27159184,1.948020181,192.7478879,272.5612813,0.910052567,0,CID-L100
31.28374916,1.948041448,192.7136236,272.3853749,0.910052153,0,CID-L100
31.29166974,1.948042663,192.4115367,272.3339722,0.910052129,0,CID-L100
31.30387676,1.948044486,192.7065501,272.1871062,0.910052093,0,CID-L100
31.31463633,1.948044486,192.4189906,272.0449894,0.910052093,0,CID-L100
31.3305831,1.948046309,192.7997903,272.3090173,0.910052058,0,CID-L100
31.3486296,1.948040233,192.6293146,272.3928079,0.910052176,0,CID-L100
31.36040176,1.948045094,192.4788691,271.7262634,0.910052082,0,CID-L100
31.37523655,1.948044486,192.5801803,271.8370945,0.910052093,0,CID-L100
31.38845616,1.948025042,192.8085526,272.2267807,0.910052472,0,CID-L100
31.40358913,1.948027472,192.6701461,272.2825761,0.910052425,0,CID-L100
31.41990243,1.947601522,192.3883203,271.8168621,0.910060722,0,CID-L100
31.43631512,1.947537113,191.9540954,271.400093,0.910061977,0,CID-L100
31.45070883,1.947545012,192.5296878,271.2488928,0.910061823,0,CID-L100
31.46794775,1.947534682,192.8422709,272.3037539,0.910062024,0,CID-L100
31.48427968,1.947412548,192.5453317,271.4894732,0.910064404,0,CID-L100
31.49687185,1.947197446,192.7441822,272.2003309,0.910068594,0,CID-L100
31.50688596,1.947188939,192.6264654,272.3346189,0.910068759,0,CID-L100
31.51682551,1.947192585,192.8678554,272.1294918,0.910068688,0,CID-L100
31.53195848,1.946856564,192.2435607,271.6469718,0.910075234,0,CID-L100
31.5485389,1.946728962,192.6305793,272.0506611,0.91007772,0,CID-L100
31.56197594,1.946759951,192.9712172,272.4585238,0.910077116,0,CID-L100
31.57686042,1.946767242,192.5540676,272.2610951,0.910076974,0,CID-L100
31.59129763,1.946733215,193.0800812,272.4463885,0.910077637,0,CID-L100
31.60411965,1.946753875,193.0160628,271.9736522,0.910077235,0,CID-L100
31.61428285,1.946702226,193.1014196,272.3832333,0.910078241,0,CID-L100
31.63330467,1.945951192,192.7589325,272.0390145,0.910092871,0,CID-L100
31.64857431,1.945465086,192.6282854,271.4965936,0.91010234,0,CID-L100
31.65573079,1.94495589,192.4998649,271.7650081,0.910112259,0,CID-L100
31.6723547,1.944971688,192.2072151,271.3813384,0.910111952,0,CID-L100
31.69079878,1.944990525,192.5468003,271.473966,0.910111585,0,CID-L100
31.71197004,1.944983841,192.69239,271.5254933,0.910111715,0,CID-L100
31.71775361,1.944736534,192.3869848,270.9572371,0.910116532,0,CID-L100
31.73015321,1.943960588,191.9656659,270.735723,0.910131648,0,CID-L100
31.7505293,1.94432456,192.16504,271.2065057,0.910124558,0,CID-L100
31.76347557,1.944330028,191.6521542,270.2549328,0.910124451,0,CID-L100
31.77366982,1.94425772,191.9943434,270.5386403,0.91012586,0,CID-L100
31.7839759,1.943953904,191.9750091,270.2915634,0.910131778,0,CID-L100
31.80066193,1.943637327,191.7459138,269.9598949,0.910137945,0,CID-L100
31.81211105,1.943739409,191.9442738,269.8261081,0.910135956,0,CID-L100
31.82937482,1.943727257,192.0715268,269.9271872,0.910136193,0,CID-L100
31.8401903,1.943727257,191.9695321,269.9475779,0.910136193,0,CID-L100
31.85181957,1.943719358,192.1395736,270.4945455,0.910136347,0,CID-L100
31.86627542,1.943727257,192.2657106,270.7304083,0.910136193,0,CID-L100
31.8859371,1.943699913,192.6940518,270.8427728,0.910136726,0,CID-L100
31.89441057,1.943541929,192.3153867,270.9737345,0.910139803,0,CID-L100
31.90894095,1.943320143,192.1858033,270.1493609,0.910144124,0,CID-L100
31.92402423,1.943088027,192.2504424,270.65256,0.910148645,0,CID-L100
31.93526214,1.943117801,192.0398985,270.8452215,0.910148065,0,CID-L100
31.947289,1.943121447,192.1425803,270.4680183,0.910147994,0,CID-L100
31.96042785,1.943163981,192.2406864,271.1096925,0.910147166,0,CID-L100
31.98205259,1.943167627,192.1738561,270.266909,0.910147095,0,CID-L100
31.99882559,1.943054,192.1766275,270.3384081,0.910149308,0,CID-L100
32.01949366,1.94307952,192.4017164,270.7545834,0.910148811,0,CID-L100
32.03006064,1.94298716,192.7755156,270.685259,0.91015061,0,CID-L100
32.03666424,1.942236734,192.2238508,270.8666433,0.910165228,0,CID-L100
32.04750456,1.941708094,191.9766956,270.4526013,0.910175526,0,CID-L100
32.06753277,1.941297334,191.9039557,270.1942373,0.910183528,0,CID-L100
32.08441137,1.941300372,192.0414717,269.9928449,0.910183469,0,CID-L100
32.09655006,1.941288827,191.8345923,270.1316174,0.910183694,0,CID-L100
32.10907389,1.941299157,191.6707608,269.3206004,0.910183492,0,CID-L100
32.11921845,1.941295511,192.4178507,270.2240518,0.910183563,0,CID-L100
32.132407,1.941293081,192.1749237,270.102446,0.910183611,0,CID-L100
32.1502485,1.941294296,191.7837733,269.2572957,0.910183587,0,CID-L100
32.16495904,1.94128822,191.8801589,270.0999899,0.910183705,0,CID-L100
32.18215447,1.941277282,192.197182,270.4379703,0.910183919,0,CID-L100
32.19626864,1.941169124,191.9443579,270.4819202,0.910186025,0,CID-L100
32.20720215,1.941088308,191.7649522,270.0290386,0.9101876,0,CID-L100
32.2154085,1.940687879,192.2028928,270.559714,0.9101954,0,CID-L100
32.23138012,1.940195089,192.0838773,270.6162613,0.910205,0,CID-L100
32.25091756,1.940239446,191.993846,270.4914486,0.910204136,0,CID-L100
32.27181547,1.94024856,191.8042972,269.957391,0.910203958,0,CID-L100
32.28897984,1.940250383,191.7831498,269.5322266,0.910203923,0,CID-L100
